otu_9334;22	98.1	AB518881 Bacteria|Rhodobacteraceae|Litoreibacter|albidus
otu_94707;4	91.7	GU290090.1.1793_U Eukaryota|Opisthokonta|Fungi|Chytridiomycota|Chytridiomycotina|Chytridiomycetes|Rhyzophidiales_X|Rhyzophidiales_X+sp.
otu_1571;32	98.5	GU823516.1.1204_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Pseudo-nitzschia|Pseudo-nitzschia+sp.
otu_579138;1	96.1	HQ680505.1.1718_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Cymbella|Cymbella+acuta
otu_297746;1	0.0	*
otu_596;341	99.2	AY664950.1.1755_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|143|Uncultured-X|Uncultured-XX|dinoflagellate
otu_916;78	95.3	AY664993.1.1754_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-III|MALV-III_X|MALV-III_XX|MALV-III_XX+sp.
otu_10910;1	96.9	HM581743.1.1796_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|25|Uncultured-X|Uncultured-XX|dinoflagellate
otu_4264;44	94.6	EF219017.1.1703_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|*|*
otu_151971;4	88.6	EU380302.1.1843_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Harpacticoida|Parastenhelia|Parastenhelia+sp.
otu_6195;14	96.9	JF791085.1.1777_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|71|Uncultured-X|Uncultured-XX|dinoflagellate
otu_4475;2	86.0	HM066998 Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|58|Kareniaceae_40|Brachidinium|capitatum
otu_3086;33	98.5	DQ647519.1.1771_U Eukaryota|Stramenopiles|Stramenopiles_X|Chrysophyceae-Synurophyceae|Chrysophyceae-Synurophyceae_X|Clade-H|Clade-H_X|Clade-H_X+sp.
otu_74622;1	0.0	*
otu_42567;2	80.8	D64049 Bacteria|Moraxellaceae|Moraxella|lacunata
otu_2452;2	84.5	AY664883.1.1754_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|74|Uncultured-X|Uncultured-XX|dinoflagellate
otu_113;63	100.0	AF358072.1.1821_U Eukaryota|Opisthokonta|Metazoa|Cnidaria|Cnidaria_X|Hydrozoa|Physophora|Physophora+hydrostatica
otu_1572;7	95.1	FJ422994.1.1768_U Eukaryota|Alveolata|Ciliophora|Spirotrichea|Oligotrichia|Tontoniidae|Spirotontonia|Spirotontonia+turbinata
otu_9523;5	90.6	AB083432 Bacteria|Nannocystaceae|Plesiocystis|pacifica
otu_23969;269	96.4	AF188675.1.1848_U Eukaryota|Opisthokonta|Metazoa|Mollusca|Gastropoda|Heterobranchia|Bullacta|Bullacta+exarata
otu_182481;1	88.0	AF248638 Bacteria|Rhodobacteraceae|Rhodobaca|bogoriensis
otu_4688;6	84.9	DQ195539.1.1057_U Eukaryota|Rhizaria|Foraminifera|Rotaliida|Planorbulinacea|Planulinidae|Hyalinea|Hyalinea+balthica
otu_40764;5	90.5	AB294682.1.2662_U Eukaryota|Opisthokonta|Metazoa|Mollusca|Bivalvia|Heteroconchia|Vasticardium|Vasticardium+burchardi
otu_44709;3	92.3	EU255260 Bacteria|Hyphomicrobiaceae|Maritalea|mobilis
otu_5638;7	86.1	DQ826724 Bacteria|Desulfobacteraceae|Desulfatiferula|olefinivorans
otu_11416;1	0.0	*
otu_11013;2	98.1	DQ120728 Bacteria|Rhodobacteraceae|Donghicola|xiamenensis
otu_2705;1	96.2	DQ186532.1.1758_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-12|MALV-II-Clade-12_X|MALV-II-Clade-12_X+sp.
otu_70865;1	90.8	JN090905.1.1786_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Raphid-pennate_X|Raphid-pennate_X+sp.
otu_3066;6	93.8	U52352 Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|31|Peridiniaceae|Scrippsiella_07|sp.
otu_1778;13	98.4	GU820463.1.1209_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-3|MALV-I-Clade-3_X|MALV-I-Clade-3_X+sp.
otu_236002;6	0.0	*
otu_32834;1	83.0	Y09504 Bacteria|Desulfovibrionaceae|Desulfovibrio|indonesiensis
otu_8181;1	89.8	JF791036.1.1777_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-16|MALV-II-Clade-16_X|MALV-II-Clade-16_X+sp.
otu_85098;8	99.0	JN084213.1.1502_U Eukaryota|Alveolata|Ciliophora|Litostomatea|Cyclotrichia|Mesodiniidae|Mesodinium|Mesodinium+chamaeleon
otu_16151;8	94.0	AY665126.1.1754_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|*|*
otu_646;23	98.1	GU824933.1.1276_U Eukaryota|Alveolata|Apicomplexa|Apicomplexa_X|Gregarines|Cephaloidophoroidea|Cephaloidophoroidea_X|Cephaloidophoroidea_X+sp.
otu_27172;2	85.3	AJ560630 Bacteria|Enterobacteriaceae|Photorhabdus|luminescens
otu_68556;3	91.3	AF212179.1.1803_U Eukaryota|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Proceraea|Proceraea+cornuta
otu_21004;1	81.3	X62911 Bacteria|Planctomycetaceae|Planctomyces|limnophilus
otu_336148;2	0.0	*
otu_9139;1	81.3	DQ841177 Bacteria|Desulfovibrionaceae|Desulfocurvus|vexinensis
otu_20402;6	100.0	AF185052.1.1749_U Eukaryota|Stramenopiles|Stramenopiles_X|Bicoecea|Anoecales|Symbiomonaceae|Symbiomonas|Symbiomonas+scintillans
otu_126260;1	84.6	AB625960.1.2064_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Gaetanus|Gaetanus+variabilis
otu_63960;1	81.3	CP000159 Bacteria|Rhodothermaceae|Salinibacter|ruber
otu_3263;201	98.5	HM581637.1.1797_U Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Prymnesiales|Chrysochromulinaceae|Chrysochromulina|Chrysochromulina_X+sp.
otu_989;2	100.0	AY665029.1.1747_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-5|MALV-I-Clade-5_X|MALV-I-Clade-5_X+sp.
otu_4488;4	89.9	EF173016.1.1674_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|MALV-II-Clade-1_X|MALV-II-Clade-1_X+sp.
otu_58348;5	95.4	EU090029.1.1785_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Navicula|Navicula+sp.
otu_34636;1	95.3	AY007296 Bacteria|Methylococcaceae|Methylosarcina|lacus
otu_19086;1	84.9	L34955 Bacteria|Piscirickettsiaceae|Cycloclasticus|pugetii
otu_2234;91	100.0	JQ782057.1.1789_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Raphid-pennate_X|Raphid-pennate_X+sp.
otu_41226;2	81.1	AF018158.1.1778_U Eukaryota|Rhizaria|Radiolaria|Acantharea|Chaunacanthida|Chaunacanthida_X|Chaunacanthid|Chaunacanthid+sp.
otu_578665;1	95.4	L81939.1.1800_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Calanus|Calanus+pacificus
otu_59904;1	0.0	*
otu_10695;22	98.5	AY180027.1.1714_U Eukaryota|Archaeplastida|Chlorophyta|Chlorodendrophyceae|Chlorodendrales|Chlorodendrales_X|Chlorodendrales_XX|Chlorodendrales_XX+sp.
otu_927;4	90.0	EF172984.1.1677_U Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|RAD-B-Group-II|RAD-B-Group-II_X|RAD-B-Group-II_X+sp.
otu_34891;11	96.3	HM357626.1.1755_U Eukaryota|Opisthokonta|Metazoa|Cnidaria|Cnidaria_X|Hydrozoa|Perarella|Perarella+schneideri
otu_1301;5	100.0	GU246591.1.1778_U Eukaryota|Rhizaria|Radiolaria|Acantharea|Acantharea-Group-II|Acantharea-Group-II_X|Acantharea-Group-II_XX|Acantharea-Group-II_XX+sp.
otu_303;198	100.0	DQ145112.1.1750_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-4|MALV-I-Clade-4_X|MALV-I-Clade-4_X+sp.
otu_241774;1	91.5	EF219017.1.1703_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|*|*
otu_358;708	100.0	FR874596.1.1792_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-1|MALV-I-Clade-1_X|MALV-I-Clade-1_X+sp.
otu_413879;2	80.7	U88891 Bacteria|Peptococcaceae|Desulfotomaculum|halophilum
otu_51133;4	99.2	FJ153775.1.1760_U Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Rhodomelaceae|Rhodomelaceae_X|Rhodomelaceae_X+sp.
otu_80423;1	96.9	GU969143.1.1741_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Subeucalanus|Subeucalanus+subtenuis
otu_728839;2	0.0	*
otu_49059;3	0.0	*
otu_354786;2	0.0	*
otu_247730;9	88.5	AF172714 Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|38|Kareniaceae_22|Karenia_14|brevis
otu_329872;2	0.0	*
otu_5483;9	94.0	AF107089.1.1797_U Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Prymnesiales|Prymnesiaceae|Prymnesiaceae_X|Prymnesiaceae_X+sp.
otu_3526;15	86.3	GU823738.1.1395_U Eukaryota|Rhizaria|Radiolaria|RAD-A|RAD-A_X|RAD-A_XX|RAD-A_XXX|RAD-A_XXX+sp.
otu_16405;2	89.8	X62912 Bacteria|Planctomycetaceae|Blastopirellula|marina
otu_3047;25	99.2	AF054832.1.1762_U Eukaryota|Rhizaria|Cercozoa|Filosa-Chlorarachnea|Chlorarachnida|Chlorarachnida_X|Bigelowiella|Bigelowiella+natans
otu_10155;15	93.8	HQ912598.1.1753_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Gyrosigma|Gyrosigma+acuminatum
otu_1188;56	91.8	EU686616.2_37995_3809 Archaea|unclassified_Euryarchaeota|Marine_Group_II|environmental_samples
otu_139;4015	100.0	FN669511 Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|53|Gymnodiniaceae|Gyrodinium_05|sp.
otu_2802;141	0.0	*
otu_47539;91	98.5	EF123873.1.1192_U Eukaryota|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Nudisyllis|Nudisyllis+pulligera
otu_5580;2	82.8	JF791036.1.1777_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-16|MALV-II-Clade-16_X|MALV-II-Clade-16_X+sp.
otu_1629;6	100.0	AJ535191.1.1775_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Guinardia|Guinardia+flaccida
otu_39694;2	92.6	AY665093.1.1713_U Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Choreotrichia_X|Choreotrichia_XX|Choreotrichia_XX+sp.
otu_1941;50	98.5	DQ093368.1.1806_U Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira+tumida
otu_5324;1	0.0	*
otu_10098;5	96.3	L34670.1.1797_U Eukaryota|Hacrobia|Haptophyta|Prymnesiophyceae|Prymnesiales|Prymnesiaceae|Prymnesium|Prymnesium+parvum_f_patellifera
otu_5116;1800	97.7	AF438326.1.1774_U Eukaryota|Stramenopiles|Stramenopiles_X|Pinguiophyceae|Pinguiochrysidales|Pinguiochrysidaceae|Pinguiochrysis|Pinguiochrysis+pyriformis
otu_28574;6	96.3	EF549586 Bacteria|Sphingomonadaceae|Novosphingobium|indicum
otu_113633;3	0.0	*
otu_21557;1	87.7	AY665126.1.1754_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|*|*
otu_201860;9	93.2	AY210814.1.1365_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Cyclopidae|Cyclopidae+sp.
otu_15598;49	91.5	DQ310278.1.1818_U Eukaryota|Stramenopiles|Stramenopiles_X|Labyrinthulea|Labyrinthulales|Labyrinthulaceae|Labyrinthulaceae_X|Labyrinthulaceae_X+sp.
otu_804367;1	82.9	AF290068.1.1676_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-6|MALV-II-Clade-6_X|MALV-II-Clade-6_X+sp.
otu_55121;8	84.3	BX294149 Bacteria|Planctomycetaceae|Rhodopirellula|baltica
otu_41314;5	0.0	*
otu_11380;5	0.0	*
otu_18995;1	86.2	AY129038.1.1800_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|MALV-II-Clade-3_X|MALV-II-Clade-3_X+sp.
otu_8159;2	95.3	HM800057.1.1661_U Eukaryota|Excavata|Discoba|Euglenozoa|Diplonemea|Diplonemea_X|Diplonemea_XX|Diplonemea_XX+sp.
otu_3735;3	86.9	GU821593.1.1229_U Eukaryota|Rhizaria|Radiolaria|Polycystinea|Spumellarida|Spumellarida_X|Spumellarida_XX|Spumellarida_XX+sp.
otu_8767;22	95.4	L81939.1.1800_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Calanus|Calanus+pacificus
otu_2340;4	98.5	GU823292_MOCH-4 Eukaryota|Stramenopiles|Stramenopiles_X|MOCH|MOCH-4|MOCH-4_X|MOCH-4_XX|MOCH-4_XX+sp.
otu_99621;3	85.4	EU380284.1.1808_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Harpacticoida|Zaus|Zaus+caeruleus
otu_29991;17	92.7	U88041 Bacteria|Rhodobacteraceae|Amaricoccus|kaplicensis
otu_3210;1	89.2	AY775285.1.1789_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.
otu_57324;6	98.5	JN090890.1.1799_U Eukaryota|Opisthokonta|Mesomycetozoa|Ichthyosporea|Rhynosporida|Rhynosporidae|Rhynosporidae_X|Rhynosporidae_X+sp.
otu_5454;1	100.0	AB275016.1.1722_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-9|MALV-II-Clade-9_X|MALV-II-Clade-9_X+sp.
otu_51959;29	93.5	FJ610254.1.1784_U Eukaryota|Alveolata|Ciliophora|Colpodea|Colpodida|Colpodidae|Colpodidae_X|Colpodidae_X+sp.
otu_887;740	94.4	FN297835 Bacteria|Rhodobiaceae|Lutibaculum|baratangense
otu_4307;2	95.6	GU822885.1.1231_U Eukaryota|Rhizaria|Radiolaria|Polycystinea|Spumellarida|Spumellarida-Group-I|Spumellarida-Group-I_X|Spumellarida-Group-I_X+sp.
otu_54989;6	87.6	JQ240485.1.1992_R Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Raphid-pennate|Amphora|Amphora+sp.
otu_108209;2	0.0	*
otu_1843;515	100.0	AB214458.1.1824_U Eukaryota|Opisthokonta|Metazoa|Mollusca|Bivalvia|Pterioida-Pterioidea|Pinctada|Pinctada+fucata
otu_9453;4	82.9	AY590478 Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|36|Pfiesteriaceae|Luciella_01|sp.
otu_1465;298	100.0	GU819665.1.1220_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-6|MALV-I-Clade-6_X|MALV-I-Clade-6_X+sp.
otu_1382;2	0.0	*
otu_556203;2	88.9	HQ540311 Bacteria|Sandaracinaceae|Sandaracinus|amylolyticus
otu_384365;1	80.0	FN673551 Bacteria|Micrococcaceae|Arthrobacter|equi
otu_28448;2	0.0	*
otu_82347;2	93.3	GU824230.1.1016_U Eukaryota|Opisthokonta|Metazoa|Urochordata|Urochordata_X|Appendicularia|Appendicularia_X|Appendicularia_X+sp.
otu_6545;4	100.0	AY664937.1.1755_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|145|Uncultured-X|Uncultured-XX|dinoflagellate
otu_29761;1	96.3	FM244868.1.1766_U Eukaryota|Opisthokonta|Metazoa|Urochordata|Urochordata_X|Appendicularia|Megalocercus|Megalocercus+huxleyi
otu_622428;3	80.7	AY569655.1.1803_U Eukaryota|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Maldane|Maldane+sarsi
otu_688341;3	84.7	AY934753.1.1029_U Eukaryota|Rhizaria|Foraminifera|Rotaliida|Nonionacea|Nonionidae|Melonis|Melonis+pompilioides
otu_101618;2	0.0	*
otu_31839;1	81.5	X54275 Bacteria|Fusobacteriaceae|Propionigenium|modestum
otu_28672;4	86.8	DQ667965 Bacteria|Rhodobacteraceae|Donghicola|eburneus
otu_9731;1	82.1	L27634.1.1802_U Eukaryota|Stramenopiles|Stramenopiles_X|Labyrinthulea|Thraustochytriales|Thraustochytriaceae|Labyrinthuloides|Labyrinthuloides+minuta
otu_202840;1	83.5	DQ841177 Bacteria|Desulfovibrionaceae|Desulfocurvus|vexinensis
otu_4316;1	100.0	AB158376.1.1753_U Eukaryota|Archaeplastida|Chlorophyta|Nephroselmidophyceae|Nephroselmidophyceae_X|Nephroselmidaceae|Nephroselmis|Nephroselmis+pyriformis
otu_13755;3	0.0	*
otu_237890;2	0.0	*
otu_12641;24	100.0	AB017203 Bacteria|Hyphomicrobiaceae|Prosthecomicrobium|pneumaticum
otu_68249;1	0.0	*
otu_1119;9	93.8	FR874674.1.1799_U Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-4-6-7-8-9-10-11|MAST-7|MAST-7_X|MAST-7_X+sp.
otu_32610;1	99.3	L12443.1.1807_U Eukaryota|Opisthokonta|Metazoa|Urochordata|Urochordata_X|Ascidiacea|Styela|Styela+montereyensis
otu_9502;1	95.4	GU969170.1.1745_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Euchaeta|Euchaeta+indica
otu_1529;15	87.6	AF091145.1.1791_U Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Siphonosphaera|Siphonosphaera+cyathina
otu_491523;2	100.0	EU515792.1.2105_G Eukaryota|Alveolata|Ciliophora|Phyllopharyngea|Cyrtophoria|Hartmannulidae|Trichopodiella|Trichopodiella+faurei
otu_135906;2	80.4	X80994 Bacteria|Rhodothermaceae|Rhodothermus|marinus
otu_3049;3	86.9	EF172998.1.1663_U Eukaryota|Stramenopiles|Stramenopiles_X|Chrysophyceae-Synurophyceae|Chrysophyceae-Synurophyceae_X|Clade-H|Clade-H_X|Clade-H_X+sp.
otu_128853;8	89.6	AJ243144 Bacteria|Hydrogenophilaceae|Thiobacillus|denitrificans
otu_71882;1	90.6	FJ562215 Bacteria|Neisseriaceae|Aquaspirillum|polymorphum
otu_14522;1	89.9	AY664995.1.1745_U Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-3|MALV-I-Clade-3_X|MALV-I-Clade-3_X+sp.
otu_136628;15	93.0	EU371187.1.1778_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|22|Uncultured-X|Uncultured-XX|dinoflagellate
otu_23410;2	0.0	*
otu_2191;3	81.5	FJ000263.1.1393_U Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|RAD-B-Group-I|RAD-B-Group-I_X|RAD-B-Group-I_X+sp.
otu_9164;1	85.6	GU823990.1.1207_U Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Nassellarida_X|Nassellarida_X+sp.
otu_66434;8	93.5	U88041 Bacteria|Rhodobacteraceae|Amaricoccus|kaplicensis
otu_426438;1	97.8	EF654532.1.1758_U Eukaryota|Opisthokonta|Metazoa|Porifera|Porifera_X|Demospongiae|Tethya|Tethya+sp.
otu_23204;1	95.3	JQ992603 Bacteria|Proteobacteria|Alphaproteobacteria|SAR11|SAR11|Pelagibacter
otu_3714;5	97.7	HM581766.1.1782_U Eukaryota|Alveolata|Dinophyta|Dinophyceae|Uncultured|30|Uncultured-X|Uncultured-XX|dinoflagellate
otu_753155;1	96.2	AY665124.1.1756_U Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|*|*
otu_19787;2	96.6	EU503539.1.1662_U Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica
otu_76502;2	0.0	*
otu_5096;1	95.2	EU819081 Bacteria|Hyphomonadaceae|Henriciella|aquimarina
